Date,Rio Plan a Erschbaum,Rio Riva a Seghe,Rio Anterselva a Bagni Salomone,Rio Braies a Braies,Rio Riva a Caminata,Rio Casies a Colle,Gadera a Pedraces,Aurino a Cadipietra,Ridanna a Vipiteno,Gadera a Mantana,Passirio a Merano,Aurino a Caminata,Aurino a S.Giorgio,Rienza a Vandoies,Adige a Ponte Adige,Adige a Bronzolo
2015-01-21,0.674527770833333,,0.954,1.653201375,1.2763,1.6528,1.6566,1.8036,3.0696,5.4181,5.2665,4.9801,10.61,30.3861,54.9979,103.7311
2015-01-22,0.559833333333333,,0.9439,1.65741666666667,1.2965,1.6603,1.7201,1.8175,3.0889,5.6097,5.2481,5.1056,10.58,34.1854,54.2729,108.3381
2015-01-23,0.549722225,,0.9251,1.64222220833333,1.2243,1.6647,1.7237,1.7494,3.0156,5.5961,5.1267,5.11,10.58,34.1403,50.5674,102.5378
2015-01-24,0.683909725,,0.9108,1.59808333333333,1.2354,1.6177,1.6662,1.74,2.9311,5.3978,4.8999,5.11,8.87,27.0701,45.1125,95.7196
2015-01-25,0.677465275,,0.8931,1.545125,1.1694,1.5743,1.6807,1.7338,2.8331,5.3725,4.7204,4.6344,7.99,27.2729,35.5444,82.2672
2015-01-26,1.42852784583333,,0.8692,1.48441666666667,1.2999,1.535,1.629,1.7386,2.7599,5.1942,4.542,4.7411,8.39,27.8556,46.4861,93.507
2015-01-27,0.575340279166667,,0.8902,1.47505554166667,1.291,1.5199,1.5773,1.7406,2.876,5.079,4.6679,5.11,8.53,28.1556,47.7451,94.3099
2015-01-28,0.541173608333333,,0.8955,1.4735,1.2257,1.5796,1.5901,1.7247,2.8119,5.0781,4.5486,5.11,8.29,28.8917,49.8819,97.2039
2015-01-29,0.528583333333333,,0.8853,1.475375,1.2243,1.5306,1.5533,1.7199,2.8171,4.9553,4.4882,4.4878,8.38,28.6285,54.8868,102.7247
2015-01-30,0.528979170833333,,0.8809,1.475375,1.2208,1.5709,1.6244,1.714,2.8156,5.1817,4.5256,4.47,8.61,29.3486,50.9215,101.6519
2015-01-31,0.512930558333333,,0.863,1.47408333333333,1.2,1.4953,1.5958,1.6435,2.6912,5.0051,4.3111,4.6078,8.24,28.1382,43.5368,93.4289
2015-02-01,0.510131945833333,,0.8499,1.47158333333333,1.2,1.5171,1.5347,1.6299,2.6648,4.9844,4.2814,4.9319,7.71,23.7299,35.7847,81.5153
2015-02-02,0.5,,0.839,1.47279166666667,1.2,1.4932,1.5048,1.63,2.7167,4.8248,4.2396,4.47,7.03,27.191,45.4785,85.3433
2015-02-03,1.23009725416667,,0.8274,1.470375,1.2,1.4792,1.509,1.5794,2.5827,4.7577,4.1292,4.4601,6.77,23.1215,48.9326,82.0785
2015-02-04,0.503743054166667,,0.8158,1.47158333333333,1.2021,1.4783,1.5355,1.5738,2.6099,4.8007,4.0979,4.47,7.59,26.9042,49.7653,85.3458
2015-02-05,0.5,,0.805,1.470375,1.1771,1.4826,1.5917,1.5525,2.6062,4.8831,4.0979,4.47,9.11,28.8111,49.5924,104.7558
2015-02-06,0.4996875,,0.7967,1.30808333333333,1.1562,1.4646,1.6024,1.55,2.6096,4.9571,4.0729,4.47,8.9,28.8958,38.5021,86.8328
2015-02-07,0.498125,,0.7815,1.301298625,1.1569,1.442,1.5828,1.55,2.5835,4.8614,3.9979,4.47,7.35,24.8451,36.0847,81.651
2015-02-08,0.4821875,,0.7761,1.30543058333333,1.1549,1.4558,1.571,1.5307,2.5641,4.8094,3.9771,4.47,7.43,20.1347,32.9313,76.0824
2015-02-09,0.451749991666667,,0.7792,1.30259725,1.1195,1.4591,1.5576,1.5523,2.4806,4.7901,3.9326,4.3962,6.94,26.1326,36.1875,79.7497
2015-02-10,0.49625,,0.7836,1.301298625,1.1986,1.4357,1.5532,1.5681,2.5937,4.7851,3.9917,4.47,7.07,26.0292,35.7778,71.9076
2015-02-11,0.5517986,,0.7856,1.30250695833333,1.1389,1.4418,1.5564,1.5547,2.6427,4.859,4.0875,4.47,9.18,28.7715,33.416,81.5326
2015-02-12,0.5078263875,,0.7761,1.30250695833333,1.1431,1.4437,1.5558,1.5331,2.5931,4.8569,4.0562,4.47,8.86,28.6771,33.8826,76.8262
2015-02-13,0.5007361125,,0.7664,1.2990625,1.1458,1.4578,1.5508,1.5072,2.5658,4.7977,4.0208,4.47,8.86,28.1576,34.9069,81.8334
2015-02-14,0.4996875,,0.7536,1.297763875,1.1,1.4318,1.5316,1.465,2.56,4.7619,3.9649,4.47,7.32,25.1507,32.5319,75.654
2015-02-15,0.4959375,,0.7465,1.18604854166667,1.1,1.4236,1.528,1.4631,2.53,4.7375,3.9467,4.47,6.75,21.5319,31.1556,70.0138
2015-02-16,0.4840625,,0.7465,1.16480554166667,1.1,1.4925,1.5256,1.4763,2.4944,4.6889,3.9308,4.47,8.31,25.4826,33.2056,80.1626
2015-02-17,0.4934375,,0.7377,1.15697916666667,1.1,1.471,1.5291,1.4725,2.4584,4.6681,3.9562,4.2897,8.59,28.0069,33.009,82.2669
2015-02-18,0.494375,,0.733,1.14020833333333,1.0993,1.4465,1.5324,1.4656,2.4696,4.6465,3.9462,4.47,8.94,29.6194,34.8701,80.6821
2015-02-19,0.504923608333333,,0.7338,1.14020833333333,1.0883,1.4334,1.522,1.4544,2.4388,4.6281,3.945,4.3635,8.63,29.9278,34.2257,74.0028
2015-02-20,0.496381945833333,,0.7314,1.10405554166667,1.0924,1.4417,1.5163,1.4576,2.4429,4.6247,3.9406,4.2447,8.99,29.3222,36.0889,81.0674
2015-02-21,0.49125,,0.7256,0.9931388875,1.1,1.3997,1.4938,1.46,2.3969,4.5678,3.9443,4.47,7.64,23.5187,35.741,74.9701
2015-02-22,0.4875,,0.7225,0.9931388875,1.1,1.3932,1.496,1.4194,2.3876,4.5535,3.9708,4.47,6.39,21.1674,36.0535,72.4406
2015-02-23,0.492694445833333,,0.7209,0.9931388875,1.0882,1.4656,1.5018,1.42,2.3274,4.5992,3.8724,4.47,7.81,25.2687,35.3257,80.5189
2015-02-24,0.4740763875,,0.7256,0.992111095833333,1.1319,1.4167,1.5012,1.4359,2.3192,4.7272,3.8453,4.3553,8.61,28.7958,36.4569,81.2385
2015-02-25,0.460708333333333,,0.7126,0.99133335,1.1,1.3703,1.4804,1.38,2.2265,4.5535,3.7458,4.0521,8.13,27.4431,36.9632,80.1934
2015-02-26,0.469729166666667,,0.7093,0.990138904166667,1.1,1.3719,1.475,1.3806,2.2215,4.5356,3.6933,4.47,7.78,27.1326,36.5111,78.8722
2015-02-27,0.455,,0.7051,0.9891111125,1.012,1.3826,1.4708,1.3794,2.2155,4.5406,3.7031,4.1914,8.07,27.9771,35.7729,77.0267
2015-02-28,0.454402775,,0.6996,0.991166654166667,0.9112,1.3526,1.4758,1.38,2.1585,4.5363,3.6778,3.88,6.74,27.6021,32.6042,76.8961
2015-03-01,0.455,,0.6941,0.980611104166667,0.9156,1.3483,1.4691,1.38,2.193,4.5133,3.6739,3.88,6.03,24.7819,31.8889,76.5003
2015-03-02,0.4547013875,,0.7069,0.960777779166667,0.9394,1.3697,1.474,1.3955,2.2106,4.5754,3.7654,4.1094,6.82,22.5403,22.5243,68.7695
2015-03-03,0.4481319375,,0.7066,0.904111104166667,0.91,1.3765,1.4664,1.3425,2.1968,4.4958,3.67,4.1094,6.56,18.6882,21.1771,57.3919
2015-03-04,0.444548608333333,,0.6984,0.877749995833333,0.91,1.3602,1.4576,1.2994,2.3094,4.4542,3.6447,3.88,6.78,18.3132,20.5889,59.6833
2015-03-05,0.439472225,,0.6813,0.857916666666667,0.8853,1.3305,1.4488,1.2851,2.3683,4.3935,3.5943,3.88,6.79,18.1667,22.6562,56.2238
2015-03-06,0.450708325,,0.6785,0.856027775,0.8827,1.3153,1.4563,1.2663,2.2538,4.3944,3.5069,3.88,6.73,24.5583,22.8875,60.1915
2015-03-07,0.447687491666667,,0.6776,0.8561111125,0.9406,1.3241,1.4659,1.3354,2.3281,4.4267,3.5708,3.88,6.17,21.4875,21.5472,56.3219
2015-03-08,0.464229166666667,,0.6775,0.8561111125,0.9419,1.3439,1.5015,1.3231,2.3058,4.4838,3.6953,3.88,5.96,23.5868,21.55,56.8004
2015-03-09,0.459375,,0.6653,0.854222225,0.9256,1.3349,1.4705,1.2988,2.2433,4.4582,3.7381,3.88,6.28,24.8972,22.7056,62.9362
2015-03-10,0.4795625,,0.6729,0.8561111125,0.9412,1.3599,1.523,1.3266,2.1852,4.5328,3.74,4.0644,6.51,24.1271,22.4167,75.1617
2015-03-11,0.5047083375,,0.6671,0.867444441666667,0.9619,1.3676,1.5185,1.3102,2.1344,4.5851,3.8576,4.4372,6.53,22.5958,23.2535,64.4682
2015-03-12,0.498180554166667,,0.6604,0.854222225,0.9106,1.3397,1.5096,1.2914,2.1167,4.4942,3.7753,4.47,6.43,22.1,21.6979,60.7501
2015-03-13,0.499194441666667,,0.6617,0.8561111125,0.9088,1.3373,1.5115,1.2772,2.1042,4.4413,3.74,4.47,6.34,22.3319,22.8361,62.4715
2015-03-14,0.4992013875,,0.6568,0.8561111125,0.9138,1.3439,1.5163,1.2726,2.1278,4.4494,3.7925,4.3758,6.42,23.1653,21.9368,64.0362
2015-03-15,0.4834375,,0.6532,0.853277779166667,0.91,1.3222,1.5028,1.2756,2.0917,4.4015,3.6933,4.47,6.44,19.7181,21.4111,56.1085
2015-03-16,0.45625,,0.6479,0.854305558333333,0.91,1.3336,1.4848,1.2439,2.0793,4.3999,3.6817,4.47,5.92,21.8847,29.5938,71.0858
2015-03-17,0.455,,0.6446,0.846388879166667,0.91,1.3174,1.4943,1.2628,2.0857,4.3791,3.5128,4.47,5.3,21.2646,27.8958,59.216
2015-03-18,0.4842986125,,0.6615,0.839319445833333,0.9647,1.3721,1.5751,1.3146,2.1405,4.5452,3.4369,4.4744,5.4,23.0174,25.9785,58.3599
2015-03-19,0.544666666666667,,0.6717,0.873361108333333,1.0653,1.4303,1.6713,1.3774,2.2926,4.8541,3.7012,4.6611,5.73,22.3535,25.9806,61.6374
2015-03-20,0.548986108333333,,0.6665,0.8581666625,1.0479,1.4173,1.6522,1.3608,2.3594,4.9462,3.7996,4.857,5.84,23.2361,34.1188,72.8111
2015-03-21,0.520416670833333,,0.6617,0.8561111125,1.0097,1.4108,1.6381,1.3794,2.3411,4.931,3.7847,5.11,5.71,18.4701,29.0125,67.259
2015-03-22,0.5,,0.668,0.855083333333333,1.0021,1.3994,1.6253,1.3796,2.3017,5.0114,3.7069,5.11,5.88,21.7674,26.9146,65.8334
2015-03-23,0.51725,,0.6688,0.8561111125,1.0506,1.4109,1.6644,1.3478,2.266,4.8767,3.5825,4.8967,5.81,22.5333,26.4,63.2528
2015-03-24,0.5044236125,,0.6619,0.8561111125,1.075,1.4166,1.6955,1.3978,2.3306,5.0781,3.5981,5.11,5.93,23.641,27.7979,66.2439
2015-03-25,0.506958333333333,,0.6692,0.888222220833333,1.0333,1.4201,1.8073,1.3972,2.2844,5.0628,3.4994,4.71,5.79,23.409,37.3444,74.451
2015-03-26,0.5764513875,,0.708,1.01047917916667,1.1583,1.5346,2.1138,1.5097,2.5635,6.1234,4.0476,4.47,6.31,24.9806,38.6347,78.8602
2015-03-27,0.5699861125,,0.7222,1.04752779166667,1.1382,1.5481,2.0931,1.4631,2.7071,6.8362,4.3038,4.47,6.59,26.3903,39.0819,86.0645
2015-03-28,0.550298604166667,,0.6816,0.990222208333333,1.0389,1.4256,1.8424,1.3655,2.4578,5.6508,3.8269,4.47,5.96,21.5986,32.9056,75.0681
2015-03-29,0.562520833333333,,0.6718,0.988333316666667,1.0757,1.4397,1.829,1.4022,2.4317,5.5382,3.7575,4.47,5.92,21.2417,29.9778,66.7729
2015-03-30,0.589125,,0.7072,0.9892777625,1.1521,1.5299,1.968,1.5721,2.7016,5.7392,4.2039,4.47,6.35,25.6479,33.6542,75.2949
2015-03-31,0.6186736125,,0.7128,0.99227775,1.2042,1.5285,2.2047,1.4977,2.7518,6.2218,4.1618,5.0336,6.45,25.1424,34.1104,77.3688
2015-04-01,0.60081945,,0.6793,0.988451404166667,1.141,1.4997,2.099,1.5005,2.7038,6.2914,4.1732,5.3399,6.46,25.6771,32.0424,76.0043
2015-04-02,0.545763891666667,,0.6637,0.968131933333333,1,1.4172,1.8274,1.4084,2.5488,5.4318,3.7046,5.0789,6.01,24.5681,35.1625,75.6303
2015-04-03,0.5430833375,,0.6615,0.9428333375,0.9769,1.3609,1.756,1.3962,2.4553,5.2278,3.5542,4.4822,5.82,23.7868,29.3479,65.5156
2015-04-04,0.528243054166667,,0.6517,0.907027779166667,0.9975,1.394,1.7078,1.38,2.4347,5.0979,3.5125,4.4523,5.74,21.0292,31.8104,78.2539
2015-04-05,0.500368058333333,,0.6372,0.86169445,0.9169,1.3278,1.6544,1.3194,2.3388,4.9336,3.3844,4.2422,5.48,17.9028,31.2153,74.9014
2015-04-06,0.487791670833333,,0.6192,0.8579166625,0.91,1.2906,1.5959,1.2811,2.2844,4.7279,3.0912,4.157,5.43,17.3062,26.4264,56.2966
2015-04-07,0.4912986125,,0.6389,0.857916666666667,0.8479,1.3306,1.5798,1.2525,2.2831,4.6551,3.0433,3.9272,5.34,24.8438,35.5257,66.8537
2015-04-08,0.500993054166667,,0.644,0.856972220833333,0.8684,1.3367,1.5918,1.2809,2.2533,4.6288,2.8335,3.8787,5.25,23.1674,29.725,65.3857
2015-04-09,0.5925763875,,0.6532,0.856972220833333,1.0021,1.4216,1.842,1.3975,2.4022,5.0338,3.1453,4.2386,5.57,23.1667,27.7965,65.1964
2015-04-10,0.733708333333333,,0.6667,0.884361108333333,1.1769,1.5346,2.2228,1.6457,2.7032,5.952,3.8149,5.1162,6.28,23.1521,30.2701,65.176
2015-04-11,0.841263883333333,,0.684,0.941972241666667,1.3765,1.6119,2.4774,1.8932,3.0674,6.474,4.2615,6.0774,7.26,25.4062,33.3938,76.0842
2015-04-12,0.934812483333333,,0.7087,0.963694458333333,1.521,1.6967,2.6678,2.1301,3.3296,6.8856,4.6433,6.6601,7.75,26.4569,30.3049,68.2635
2015-04-13,1.0420694875,,0.7493,0.988166666666667,1.6476,1.7832,3.0243,2.5003,3.6883,7.5833,5.2412,7.7194,9.12,27.1021,36.4847,85.3149
2015-04-14,1.0735000125,,0.7833,0.990138904166667,1.7134,1.8673,3.1479,2.758,3.9789,7.9657,5.3888,8.2681,10.41,24.7472,36.0049,80.2859
2015-04-15,1.19095830416667,,0.8165,0.9972500125,1.7573,1.8948,3.245,3.0412,4.2281,7.9051,5.5653,8.8594,9.97,27.5764,34.0882,94.945
2015-04-16,1.32443055416667,,0.8774,1.0291111375,1.9643,2.012,3.4711,3.566,4.6622,8.2203,6.255,10.3134,11.15,32.5472,44.5347,86.7284
2015-04-17,1.37,,0.9113,1.134888875,2.0551,2.0518,3.5085,3.6578,5.0461,7.7789,7.019,10.6868,12.01,33.8938,51.5507,97.7234
2015-04-18,1.38874995833333,,0.9083,1.13488891666667,1.8682,2.0122,3.2806,3.1973,4.8938,7.0823,6.6262,9.5477,11.1,29.7208,45.1917,100.5648
2015-04-19,1.26930554166667,,0.8871,1.08144445833333,1.6276,1.9066,2.9168,2.6908,4.6242,6.4729,5.9824,8.1529,9.69,26.7632,32.9278,88.371
2015-04-20,1.20076391666667,,0.9006,0.9962222625,1.5492,1.9574,2.767,2.6716,4.5042,6.1554,5.6922,7.8172,9.26,28.5653,35.5382,88.7773
2015-04-21,1.25083333333333,,0.9156,0.9942500125,1.6322,1.9431,2.8017,2.8751,4.4867,6.3015,5.6349,8.0703,9.33,31.2396,35.4139,83.9944
2015-04-22,1.42986108333333,,0.9719,0.992111095833333,1.7923,2.0533,2.9931,3.3906,4.7508,6.5813,6.2047,9.1824,10.18,32.6153,37.6299,89.5562
2015-04-23,1.63527775,,1.0718,1.00855555416667,2.0272,2.2185,3.3548,3.5356,5.1503,7.1046,7.2795,10.0578,11.57,34.134,48.5514,93.3467
2015-04-24,1.718055625,,1.2198,1.02409445833333,2.0817,2.3828,3.3677,3.1386,5.1678,7.3121,7.4161,9.3172,10.87,40.6951,47.791,105.0994
2015-04-25,1.736805625,,1.1763,0.992111095833333,2.1231,2.3142,3.1479,3.4506,5.2707,6.8958,7.6015,9.8153,11.3,29.3507,46.4889,99.5897
2015-04-26,1.76958325,,1.2426,0.998277804166667,2.4665,2.4667,3.1506,4.1067,5.8556,6.9062,7.8676,11.1597,12.61,27.1035,42.5889,99.3041
2015-04-27,2.38743058333333,,1.4406,1.11025695833333,3.3686,2.8233,4.0722,4.9235,8.9357,8.3428,13.2493,13.9833,15.8,40.6583,59.2882,115.8881
2015-04-28,2.24368058333333,,1.4081,1.05384725,3.0374,2.6578,3.4969,4.54,7.2833,7.6476,11.52,12.7375,16.75,48.1708,53.1715,116.809
2015-04-29,1.93256945833333,,1.3747,1.0002222375,2.5457,2.5258,3.0876,3.7774,6.1868,6.7374,8.9292,10.8303,14.7,36.9562,50.316,122.8049
2015-04-30,2.067111125,,1.4708,1.01883330416667,2.7769,2.6617,3.1441,3.8526,7.0707,7.2454,11.1979,11.3924,17.61,41.7514,45.3556,117.6861
2015-05-01,2.094486125,,1.4739,0.989965291666667,2.8599,2.5771,2.9924,3.9042,9.0225,6.8605,13.6271,11.6819,16.85,34.5535,45.3528,103.5122
2015-05-02,2.38312495833333,,1.649,1.00136109583333,3.736,2.9408,3.5358,4.7953,10.7696,7.6774,14.3347,15.0181,20.11,43.6438,43.8035,114.4868
2015-05-03,2.6425695,,2.0019,1.12461108333333,6.4019,3.4708,3.7345,6.4988,12.9833,7.9807,16.1889,20.9424,26.73,52.4944,49.8597,120.4611
2015-05-04,3.07493054166667,,2.1693,1.1380625,6.8444,3.639,3.4701,7.3338,14.4104,7.5579,16.5965,21.8139,28.82,58.7549,59.6674,147.9528
2015-05-05,4.1206945,,2.6281,1.14141670833333,8.8949,4.2673,3.6899,11.3195,16.6,7.7093,19.0396,30.3812,33.87,62.0542,66.8396,159.7014
2015-05-06,5.08083333333333,,3.1033,1.24856945833333,11.0342,4.8928,3.6497,14.1951,19.8139,7.9671,24.9292,39.6646,44.22,76.3931,76.025,188.3375
2015-05-07,4.53892366666667,,3.2688,1.23850691666667,9.6896,4.7088,3.1227,11.7429,17.2257,7.0451,22.5972,33.1104,40.68,76.8819,76.541,202.4139
2015-05-08,4.30270833333333,,3.2497,1.15371529166667,8.9238,4.6276,2.9676,11.2699,16.0396,6.6129,20.8826,30.0729,37.43,73.3271,71.5903,187.1639
2015-05-09,5.138472125,,3.0873,1.20831941666667,8.6998,4.3798,2.9528,11.7535,19.6778,6.6878,28.8743,30.2458,36.99,67.7917,78.9944,201.6882
2015-05-10,4.55090279166667,,2.9652,1.152416625,8.2036,4.0894,2.7383,10.9238,16.5819,6.2623,23.3056,28.4812,35.24,57.9375,71.5451,182.7757
2015-05-11,4.30416666666667,,2.9624,1.134736125,8.3138,4.0126,2.5925,10.6176,15.1833,5.9562,21.3667,27.834,33.17,60.8292,77.9514,179.5868
2015-05-12,4.55902779166667,,3.0823,1.13453475,9.0319,4.0581,2.5184,11.4458,15.6472,5.8588,21.9938,30.2778,33.69,62.1312,77.7653,181.4729
2015-05-13,5.11729166666667,,3.3191,1.14047916666667,10.361,4.2266,2.5779,13.2993,17.3972,5.9098,24.675,34.8278,37.61,68.2431,79.6243,186.6222
2015-05-14,6.68958329166667,,4.4551,1.25087504166667,15.4632,5.1628,2.8431,17.116,21.6736,6.8286,36.0889,50.1458,52.25,85.9271,86.2875,214.0292
2015-05-15,7.667986125,,5.8362,1.73377083333333,16.9493,7.2026,7.8015,17.0285,25.8431,18.234,43.1403,53.5847,58.2,106.4083,117.7132,320.2993
2015-05-16,5.96881945833333,,4.9657,1.668861125,11.8394,5.7692,5.0535,13.9326,18.7694,12.1548,35.0951,38.759,43.46,88.6312,96.4958,265.309
2015-05-17,5.56597225,,4.4942,1.58895833333333,10.9346,5.255,4.2106,14.1729,16.6465,10.0717,32.0417,37.3,41.41,83.8868,89.184,237.0833
2015-05-18,5.54272216666667,,4.0083,1.53500869565217,11.2106,5.3317,3.8691,15.1597,16.3382,9.5098,30.9222,38.6507,42,80.1938,92.3333,228.3924
2015-05-19,6.66319454166667,,4.4183,1.506375,14.6757,5.4147,3.8828,17.4264,20.2743,9.3187,36.2042,47.4896,50.21,89.1319,95.6535,240.4271
2015-05-20,13.8683341666667,,6.1938,2.11415970833333,25.5292,6.9453,6.5366,20.816,37.9917,17.0597,86.2118,76.7722,84.34,143.7222,164.8403,412.0979
2015-05-21,7.84027775,,5.2876,2.35828475,14.9062,6.5574,6.0331,14.5014,22.9167,16.85,49.9646,45.7097,56.96,113.5,123.7639,349.9125
2015-05-22,5.70666670833333,,4.9174,2.066979125,10.3125,5.9353,5.0917,11.4236,17.9472,12.5701,36.8139,32.4694,42.4,86.5354,104.384,274.8931
2015-05-23,4.85541675,,4.5456,2.24663891666667,8.5794,5.6159,5.5034,9.7291,15.5694,12.4111,30.0035,26.6188,35.39,76.5056,93.109,236.3458
2015-05-24,4.17340275,,3.6644,2.30519445833333,7.5462,5.0265,5.0872,8.9343,13.9965,11.7167,23.5743,23.334,30.35,72.6618,82.0889,216.2896
2015-05-25,3.85763891666667,,3.2442,2.12201395833333,7.0385,4.5762,4.5084,8.7004,13.1194,10.4724,20.4764,22,29.44,66.0431,86.8403,206.2965
2015-05-26,3.60819445833333,,3.1299,1.94047216666667,6.7351,4.2665,4.1517,8.4215,12.3486,9.6404,18.8736,21.1569,28.82,65.8979,83.084,196.9021
2015-05-27,3.41529154166667,,2.8488,1.85969445833333,6.3494,4.0094,3.8533,7.7353,11.5264,9.126,17.6938,19.6847,28.52,69.0125,79.3924,193.5438
2015-05-28,3.23000004166667,,2.8203,1.85840279166667,5.6075,3.7517,3.589,7.0384,10.6361,8.5667,16.8083,17.9813,26.56,64.0306,77.9618,183.566
2015-05-29,3.30805554166667,,2.7597,1.86545833333333,5.6703,3.6019,3.5197,7.1673,10.2687,8.4871,16.516,18.0319,27.01,61.9903,78.184,178.55
2015-05-30,3.70812504166667,,2.7528,1.85840279166667,6.5538,3.5956,3.686,8.0315,10.7326,8.9008,17.6035,19.9347,28.43,58.6917,77.2972,176.6056
2015-05-31,3.86638891666667,,2.8156,1.84444445833333,7.5004,3.6933,3.7578,9.4819,11.1549,9.4495,17.9597,22.9688,31.12,55.7646,74.4958,168.1403
2015-06-01,4.293611125,,2.9108,1.83895141666667,8.7621,3.6353,3.4916,11.5346,11.65,8.7582,18.5,27.7181,33.57,62.0507,78.491,175.4833
2015-06-02,5.057208375,,3.099,1.82090975,10.6997,3.6418,3.2394,13.5215,13.3986,8.2913,22.1368,34.4028,39.1,69.0424,75.416,180.384
2015-06-03,5.71125004166667,,3.304,1.81922916666667,12.1944,3.5261,3.1835,14.3132,14.7431,8.039,25.4111,37.4646,44.07,77.5667,85.5903,195.5104
2015-06-04,7.036875,,3.7592,1.854111125,14.7739,3.5228,3.334,17.8812,16.891,8.6128,30.6069,46.7569,51.5,85.2653,90.5472,210.0389
2015-06-05,8.5540275,,3.9966,1.85421529166667,18.1403,3.5494,3.4366,19.775,19.0965,8.6736,36.9215,54.9653,60.16,93.4965,102.675,240.8271
2015-06-06,9.001180375,,4.7688,1.870020875,20.3243,3.7497,3.9035,23.0771,20.3681,9.2879,38.4618,64.241,68.67,99.9236,109.6042,259.5139
2015-06-07,8.44916666666667,,5.0549,1.859798625,19.5389,3.7819,3.8192,22.7354,19.4431,9.5519,36.3688,62.0597,68.04,102.9715,108.8799,271.0028
2015-06-08,11.7709716666667,,4.6269,1.88824308333333,16.1021,3.678,4.4777,19.4542,21.3236,11.0936,46.6257,51.3056,57.88,101.4812,151.1597,319.3875
2015-06-09,8.404930625,,4.3742,1.859798625,14.8146,3.5319,4.1867,18.2382,20.2042,10.8901,37.8153,46.5882,52.68,93.7799,142.9167,302.2042
2015-06-10,7.11319441666667,,4.0178,1.85700695833333,13.5382,3.3617,3.8064,16.8431,17.5257,9.7872,31.8132,42.6688,49.38,86.9549,126.9444,272.5604
2015-06-11,6.65263891666667,,3.7483,1.847645875,13.859,3.299,3.71,16.8535,16.7083,9.947,27.3299,42.2785,47.35,84.4424,120.9514,254.8785
2015-06-12,6.55590283333333,,3.6007,1.83895141666667,13.6951,3.2126,3.5769,17.3937,19.1528,9.6778,27.6132,43.9306,49.45,86.4479,121.6181,258.6424
2015-06-13,6.78743054166667,,4.2732,1.73965279166667,14.8722,3.7452,3.8262,18.0382,17.7715,9.9383,26.6174,46.5354,51.76,83.8535,112.0486,246.5715
2015-06-14,8.44729129166667,,3.9515,1.671361125,16.1229,4.0103,3.9347,17.7118,18.8382,10.7533,33.4833,47.5583,52.21,84.7542,117.3125,250.8639
2015-06-15,7.79972216666667,,3.8823,1.69360416666667,13.5132,3.8685,3.7305,15.4694,17.7028,10.3719,34.9847,39.5104,45.25,87.4847,122.9653,264.8736
2015-06-16,7.49861108333333,,5.9448,2.841743,16.4243,6.2476,5.3341,15.2688,18.7104,14.7722,34.1931,43.9125,47.37,87.2229,132.1319,278.1174
2015-06-17,6.47472225,,5.4897,3.10515279166667,13.1375,6.1822,5.5482,13.2201,15.4826,15.8167,26.7549,36.2938,42.14,87.3472,122.75,277.25
2015-06-18,5.58326391666667,,4.8119,2.513493,9.6633,5.4715,4.3893,10.9332,13.0972,13.2549,22.1188,27.1472,31.69,71.8306,104.45,227.4979
2015-06-19,5.11333329166667,,4.2769,2.25450695833333,8.9565,4.9767,4.0342,11.8493,12.3542,11.925,19.8646,27.7208,33.7,75.6493,103.2271,214.6715
2015-06-20,4.759861125,,3.9015,2.26295145833333,8.477,4.6649,3.8122,11.0122,11.7493,11.2208,18.9243,25.8076,32.9,76.8299,94.0583,211.3444
2015-06-21,4.122638875,,3.5238,2.27477775,6.9352,4.3133,3.5833,9.4033,9.8616,10.3932,16.2667,20.9396,26.45,59.6819,81.2125,185.8854
2015-06-22,3.875,,3.2261,2.18493758333333,5.8377,4.0206,3.4058,8.8245,8.9094,9.8251,15.1542,18.6653,25.46,61.0875,84.784,176.1778
2015-06-23,4.21465275,,3.4013,2.21911808333333,8.9004,4.1126,3.8315,16.3056,10.7329,10.6126,16.5438,37.0986,39.73,71.8333,90.1653,184.0153
2015-06-24,4.003611125,,3.1172,2.08912495833333,7.9167,3.6681,3.3194,11.5799,10.2493,9.4682,15.7764,26.4681,32.48,68.9062,82.9118,187.3486
2015-06-25,3.92597220833333,,2.9083,2.05895133333333,7.4049,3.4173,3.1739,10.0057,9.7354,8.7836,15.1431,23.075,28.82,62.2778,86.3604,180.7514
2015-06-26,3.964236125,,2.8222,1.95687495833333,7.7033,3.1925,3.0308,9.9384,9.9753,8.4951,15.0806,23.8319,27.86,60.4,83.5674,174.5521
2015-06-27,4.1431945,,2.7957,1.863263875,8.3857,3.0819,3.0736,10.9507,10.6207,8.4381,15.4493,25.9069,29.47,58.4854,75.9264,166.1451
2015-06-28,4.496388875,,2.8051,1.85738195833333,9.1042,2.905,2.9514,14.1479,11.3549,8.068,16.2896,32.1549,33.82,55.7701,75.5062,163.1187
2015-06-29,4.30111116666667,,2.6843,1.792548625,8.7524,2.8519,2.8338,11.7375,10.6961,7.5346,16.0257,27.8799,31.62,63.6972,79.0778,165.925
2015-06-30,4.32118054166667,,2.5941,1.654861125,8.9677,2.6454,2.7232,12.0382,10.5775,7.1794,15.4035,28.9979,31.41,59.1521,85.2931,172.5542
2015-07-01,4.61743058333333,,2.5858,1.6588125,9.9589,2.539,2.6457,12.675,11.4667,6.839,15.8569,31.4368,33.54,63.7278,84.5431,170.6257
