"Date","Obs_2_1","Obs_2_2","Obs_2_3","Obs_2_4","Obs_2_5","Obs_2_6","Obs_2_7","Obs_2_8","Obs_2_9","Obs_2_10","Obs_2_11","Obs_2_12","Obs_2_13","Obs_2_14","Obs_2_15","Obs_2_16"
1992-10-15,NA,NA,1.64320833333333,NA,NA,2.685875,NA,3.5875,4.26591666666667,9.96025,NA,NA,13.2891666666667,43.6308333333333,69.5586533333333,160.754166666667
1992-10-16,NA,NA,1.61725,NA,NA,2.46308333333333,NA,3.751625,4.35775,9.547625,NA,NA,13.5541666666667,44.2529166666667,69.1689645833333,154.95625
1992-10-17,NA,NA,1.739875,NA,NA,2.584,NA,4.04341666666667,5.346375,9.72066666666667,NA,NA,14.02625,38.1720833333333,59.7851808333333,151.908333333333
1992-10-18,NA,NA,1.79041666666667,NA,NA,3.02204166666667,NA,3.915875,6.076,13.2658333333333,NA,NA,16.7829166666667,37.6870833333333,67.0906325,181.441666666667
1992-10-19,NA,NA,1.63470833333333,NA,NA,2.78183333333333,NA,3.49370833333333,4.94441666666667,10.7191666666667,NA,NA,14.0966666666667,44.2741666666667,70.6069591666667,160.15
1992-10-20,NA,NA,1.60108333333333,NA,NA,2.747375,NA,3.62558333333333,4.70154166666667,10.3330833333333,NA,NA,13.5275,44.6420833333333,71.5595966666667,169.708333333333
1992-10-21,NA,NA,1.51379166666667,NA,NA,3.05716666666667,NA,3.86925,4.95108333333333,11.2479166666667,NA,NA,14.815,46.38,74.2665341666667,175.1875
1992-10-22,NA,NA,1.59175,NA,NA,3.05233333333333,NA,3.685,4.920875,11.8454166666667,NA,NA,14.64125,48.285,74.9577016666667,193.820833333333
1992-10-23,NA,NA,1.64041666666667,NA,NA,2.80029166666667,NA,3.64770833333333,4.52120833333333,10.7133333333333,NA,NA,13.31,44.7820833333333,69.3382775,170.733333333333
1992-10-24,NA,NA,1.59770833333333,NA,NA,2.726375,NA,3.49320833333333,4.390875,10.1548333333333,NA,NA,11.8008333333333,37.4170833333333,54.7408258333333,149.095833333333
1992-10-25,NA,NA,1.50158333333333,NA,NA,2.53475,NA,3.35991666666667,4.25629166666667,9.591125,NA,NA,11.0408333333333,34.6,46.02727125,130.525
1992-10-26,NA,NA,1.44875,NA,NA,2.59045833333333,NA,3.36591666666667,4.169625,9.31783333333333,NA,NA,12.0170833333333,40.7470833333333,58.1031733333333,143.670833333333
1992-10-27,NA,NA,1.41145833333333,NA,NA,2.425625,NA,3.40329166666667,4.03920833333333,8.91825,NA,NA,10.6853333333333,40.8858333333333,58.3971270833333,143.866666666667
1992-10-28,NA,NA,1.42125,NA,NA,2.41979166666667,NA,3.39541666666667,3.952875,8.66420833333333,NA,NA,11.3170833333333,40.6066666666667,56.1219745833333,141.025
1992-10-29,NA,NA,1.39741666666667,NA,NA,2.72595833333333,NA,4.28125,4.751,9.57183333333333,NA,NA,17.0891666666667,47.6458333333333,59.3520620833333,151.4375
